Country Name,"Country Code","Series Name","Series Code","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
Argentina,"ARG","Mobile cellular subscriptions","IT.CEL.SETS","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2300","12000","25000","46590","112000","241163","405395","667020","2009073","2670862","3848869","6490000","6740000","6570000","7840000","13500000","22200000","31500000","40400000","46500000","52500000","57100000","60700000","64300000","67400000","61200000","61800000","63700000","61900000","58600000","56400000","54800000","59100000","59700000","62700000"
Argentina,"ARG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.007150459","0.036767345","0.075515553","0.13879172","0.329148059","0.6992523","1.160057586","1.884803688","5.609433289","7.371312411","10.50082052","17.5015229","17.98746665","17.33333812","20.48748472","34.94389378","56.70883514","79.81991978","101.3182303","115.4815533","128.9999606","138.8859542","146.2467408","153.3349717","158.9154655","142.9902363","142.9639551","145.9179567","140.5014607","131.9371685","125.9409814","121.6001889","130.4550081","132.3578095",""
Argentina,"ARG","Fixed telephone subscriptions","IT.MLT.MAIN","1287000","1651000","1678000","1692000","1728000","1797000","1879000","2199000","2361350","2271525","2599607","2710894","2859209","2965970","3175756","3084000","3026732","3131235","3594533","3982435","4986887","5714158","6262637","6826799","7095464","7223168","7894210","8131440","7708570","8603870","8760570","9441670","9459790","9500000","9742830","9768140","9914210","9722530","9455640","9662080","9822470","10073100","10164800","9744370","9764010","7757240","7356170","7626360","7040870","7034210"
Argentina,"ARG","Fixed telephone subscriptions (per 100 people)","IT.MLT.MAIN.P2","5.38932","6.380538731","6.382592608","6.333809742","6.365550349","6.514614524","6.704775052","7.723571311","8.164330917","7.732288548","8.714098395","8.950652013","9.298746865","9.501303688","10.02106858","9.587833226","9.24","9.42","10.7","11.7","14.4","16.3","17.6","19","19.5","19.6","21.2","21.6","20.3","22.4","22.6","24.1","23.9","23.7","24.1","23.9","24","23.3","22.4","22.7","22.8","23.2","23.2","22","21.9","17.2","16.3","16.8","15.5","15.4"
Argentina,"ARG","Listed domestic companies, total","CM.MKT.LDOM.NO","","321","308","302","295","295","277","262","247","237","235","226","216","205","193","183","178","169","170","165","156","149","147","136","131","125","122","116","110","106","103","100","101","106","107","101","101","99","101","97","95","93","93","96","93","91","91","85","",""
Argentina,"ARG","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","1.46615945213704","2.01618307326283","6.23785519620051","5.13877487432074","1.77463909074415","1.15399003873071","1.33323899671592","1.00132530320242","2.30948316016965","1.50268664120952","1.30329791552911","2.01161263434688","4.17314539897488","2.55764607722343","9.82484795783127","8.14021686050481","18.6090186924623","14.3206960845246","14.6430739627972","16.421969889739","20.2322107225661","15.1640961270053","19.6977246995835","16.1290412248255","12.4244152562322","16.9569392155608","27.4280508755432","24.6534557360052","23.946359886693","22.0333391526542","19.8483841980828","11.0218432201051","13.7381863641294","15.0863203529933","8.22014945932331","6.27396625321678","9.61999483859266","11.4269032684242","9.43836863309546","11.4076106061133","16.8948497510525","8.76225361679707","8.79801852253825","8.36065160246713","8.58081622666602","8.36736107358926",""
Argentina,"ARG","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","832500000","1795400000","4319860000","3954900000","1396230000","972900000","1386290000","1170700000","2035830000","1590930000","1418130000","2552540000","3197870000","3615300000","18639700000","18623100000","44055310000","36867200000","37783780000","44692350000","59251850000","45332800000","55847580000","45839340000","33384000000","16571000000","34994620000","40593870000","47590300000","51240130000","57070160000","39850360000","45744930000","63909790000","43579790000","34254750000","53104790000","60142040000","56134630000","63601116144.457","108740050000","45986050000","39393540000","32250420000","41751170000","52947830000",""
Argentina,"ARG","Use of IMF credit (DOD, current US$)","DT.DOD.DIMF.CD","78361600","292780363","529318129.7","418467595","0","0","0","0","0","1173220000","1098430000","2312290000","2740980000","3853415363.8","3677792717.2","3099862948.7","3083195865.3","2483115001.4","2313851375","3519667710","4211220402.2","6130863050.9","6292570603.8","5868261813.9","5442162800.7","4914919735.8","5470438316.2","14376331416.7","14772334953.9","15995776074","14584967621.2","9967870477.7","478955828","503104192.5","490375759.9","3166796444.9","3110922139.6","3101306749.4","3104639592.3","3110859858.5","2926644103.9","2799231196.7","2715603927.6","2876808116.4","30922512047.7","46924457621.2","48873710059.5","48055342739.5","52289985533.7","47612397026.8"
Argentina,"ARG","Urban population growth (annual %)","SP.URB.GROW","2.1536772064372","2.10583104423807","2.05434205309662","2.06056115824385","2.06744380514618","2.05477519448657","2.04164790802051","2.11464631680151","2.138111915751","2.11990558862775","2.09823776087833","2.06420545232535","2.03285673926369","2.00984473477246","2.00319252429655","1.97104654269675","1.91900296581223","1.83257439525112","1.62913368750272","1.59323841381344","1.57689051205178","1.54196414274921","1.48630893669086","1.43846759862136","1.3954627555021","1.37025067665949","1.34649834969086","1.3075037312868","1.27182887426113","1.22957514056398","1.20789714726708","1.21757237892238","1.21578638362705","1.1749673731084","1.19420812925512","1.23745944754417","1.23043013340485","1.21982256470313","1.17152900249421","1.13333150331615","1.17192081869787","1.18505436466263","1.10433531557669","1.01430816498057","0.9547647881172","0.842521815308169","0.615028911928924","0.393904283014769","0.338668250794531","0.412511398836538"
Argentina,"ARG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","80.567","80.969","81.366","81.755","82.139","82.516","82.887","83.313","83.759","84.194","84.621","85.038","85.445","85.843","86.233","86.613","86.984","87.328","87.542","87.752","87.96","88.164","88.366","88.564","88.759","88.952","89.142","89.329","89.51","89.686","89.86","90.031","90.2","90.366","90.53","90.691","90.849","90.99","91.121","91.249","91.377","91.503","91.627","91.749","91.87","91.991","92.111","92.229","92.347","92.463"
Argentina,"ARG","Urban population","SP.URB.TOTL","20513447","20950006","21384842","21830061","22286083","22748749","23217972","23714178","24226673","24745738","25270448","25797503","26327296","26861787","27405306","27950836","28492393","29019351","29495987","29969692","30446027","30919132","31382118","31836802","32284187","32729606","33173290","33609880","34040070","34461202","34879982","35307267","35739148","36161548","36595981","37051655","37510366","37970728","38418182","38856064","39314105","39782770","40224540","40634617","41024440","41371540","41626771","41791064","41932837","42106172"
Argentina,"ARG","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","8570.4179461242","","","","","","","","","","10030.146186676","","","","","","","","","","","","","","","11432.7305610191","","","","","","","",""
Argentina,"ARG","Unemployment with advanced education (% of total labor force with advanced education)","SL.UEM.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.78","11.68","5.732","5.02","3.767","","3.826","4.055","3.045","2.915","2.991","3.243","3.249","","","3.268","3.64","3.874","4.718","3.426","2.898","2.494"
Argentina,"ARG","Unemployment with advanced education, female (% of female labor force with advanced education)","SL.UEM.ADVN.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5","13.69","6.749","5.655","4.392","","4.429","4.626","3.526","3.764","3.801","3.891","3.918","","","3.972","4.201","4.395","4.897","3.429","3.136","2.838"
Argentina,"ARG","Unemployment with advanced education, male (% of male labor force with advanced education)","SL.UEM.ADVN.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.99","9.43","4.411","4.214","2.903","","3.024","3.246","2.395","1.802","1.858","2.389","2.321","","","2.322","2.881","3.18","4.462","3.421","2.584","2.049"
Argentina,"ARG","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.04","17.29","14.753","13.131","11.366","","9.374","10.267","8.966","8.347","8.201","8.17","8.56","","","10.511","11.082","12.303","14.823","10.395","7.777","7.187"
Argentina,"ARG","Unemployment with basic education, female (% of female labor force with basic education)","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.64","20.97","18.146","15.881","14.608","","12.465","11.968","10.912","9.604","10.314","10.231","10.161","","","12.48","13.153","13.865","17.109","13.535","9.832","8.522"
Argentina,"ARG","Unemployment with basic education, male (% of male labor force with basic education)","SL.UEM.BASC.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.31","15.32","12.736","11.553","9.525","","7.697","9.354","7.961","7.72","7.145","7.124","7.753","","","9.525","9.988","11.473","13.656","8.843","6.691","6.489"
Argentina,"ARG","Unemployment with intermediate education (% of total labor force with intermediate education)","SL.UEM.INTM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.16","17.94","15.534","12.825","11.854","","8.345","9.278","9.043","8.285","8.534","8.253","8.316","","","9.129","10.691","11.232","12.566","10.645","8.295","7.421"
Argentina,"ARG","Unemployment with intermediate education, female (% of female labor force with intermediate education)","SL.UEM.INTM.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.59","21.3","18.961","16.71","15.823","","10.996","11.843","12.069","11.156","11.451","10.502","10.579","","","11.25","13.25","13.365","15.306","12.671","9.745","8.654"
Argentina,"ARG","Unemployment with intermediate education, male (% of male labor force with intermediate education)","SL.UEM.INTM.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.12","15.39","12.741","9.693","8.682","","6.276","7.294","6.755","6.147","6.375","6.585","6.658","","","7.428","8.587","9.538","10.365","9.069","7.136","6.406"
Argentina,"ARG","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","5.755","6.718","12.607","13.959","22.234","19.208","17.652","14.038","15.154","16.356","17.191","18.823","17.577","15.823","13.596","12.429","10.49","9.748","9.871","9.221","8.522","8.841","8.508","8.394","8.706","9.224","9.485","10.563","10.718","12.394","9.852","7.682","6.793"
Argentina,"ARG","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","5.4","4.8","4.19","","","6.6","7.2","7.8","6.93","5.85","6.73","12.7","14.06","22.3","19.31","17.8","14.11","15.18","16.38","17.19","18.83","17.48","15.745","13.521","12.341","","9.68","9.831","9.169","8.485","8.788","8.464","8.362","","","9.446","10.508","10.691","12.36","9.825","7.66","6.778"
Argentina,"ARG","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","5.244","6.129","8.438","10.266","16.451","15.647","12.803","11.65","13.258","14.029","17.411","20.122","13.806","11.893","10.053","8.422","7.062","6.52","7.788","6.685","6.267","6.101","6.137","6.494","6.798","7.288","7.544","8.246","9.202","10.778","7.915","6.145","5.641"
Argentina,"ARG","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","4.38","3.86","3.38","","","4.5","5.3","7","7.13","5.33","6.14","8.5","10.34","16.5","15.73","12.91","11.71","13.28","14.05","17.41","20.13","13.73","11.834","9.998","8.362","","6.475","7.757","6.647","6.24","6.064","6.105","6.469","","","7.513","8.203","9.178","10.749","7.893","6.127","5.628"
Argentina,"ARG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","5.44","6.36","10.1","11.76","18.8","17.11","14.82","12.65","14.05","15","17.32","19.59","15.36","13.522","11.506","10.078","8.47","7.837","8.645","7.714","7.18","7.217","7.1","7.268","7.579","8.085","8.347","9.22","9.843","11.461","8.736","6.805","6.139"
Argentina,"ARG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","3.4","2.3","4.5","2.8","2.8","2","2.3","4.5","4.73","4.17","3.54","5.3","4.4","5.3","6","7.3","7.06","5.44","6.36","10.1","11.76","18.8","17.11","14.82","12.65","14.05","15","17.32","19.59","15.36","13.522","11.506","10.078","8.47","7.837","8.645","7.714","7.18","7.217","7.1","7.268","","","8.347","9.221","9.843","11.461","8.736","6.805","6.139"
Argentina,"ARG","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","12.129","14.373","27.287","30.243","47.732","41.294","38.197","30.608","32.806","35.209","36.754","39.84","37.729","34.538","30.653","29.203","24.361","22.118","24.521","23.565","22.086","23.025","23.28","22.271","23.717","25.586","26.947","27.869","28.559","35.019","26.688","20.723","19.379"
Argentina,"ARG","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","SL.UEM.1524.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.377","30.644","29.147","","22.223","24.689","23.625","22.169","23.051","23.509","22.361","","","26.897","27.774","28.777","34.949","26.676","20.861","19.459"
Argentina,"ARG","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.MA.ZS","","","","","","","","","","","","","","","","","","11.3","13.398","18.634","22.624","35.731","33.96","27.956","25.624","28.855","30.295","37.235","42.427","29.607","26.021","23.239","19.944","17.39","16.765","19.004","16.727","16.609","15.452","17.281","17.153","18.08","19.376","20.22","21.12","24.012","27.238","21.008","17.745","16.867"
Argentina,"ARG","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.642","22.886","19.666","","16.528","18.838","16.575","16.53","15.281","16.989","16.708","","","19.864","20.849","23.867","26.805","20.772","17.597","16.7"
Argentina,"ARG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","11.633","13.794","22.198","25.788","40.689","37.012","32.265","27.73","30.512","32.348","37.036","41.378","32.933","29.544","26.207","23.777","20.241","18.927","21.184","19.381","18.71","18.34","19.555","19.137","20.27","21.793","22.843","23.845","25.842","30.428","23.373","19.004","17.946"
Argentina,"ARG","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.323","26.03","23.659","","18.837","21.165","19.359","18.727","18.282","19.43","18.843","","","22.64","23.727","25.86","30.173","23.239","18.971","17.886"
Argentina,"ARG","Trademark applications, resident, by count","IP.TMK.RSCT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59683","59264","58283","53669","66326","65273","68974","57346","44398","40291","44134","52208","55739","59669","55492","49081","64413","70131","",""
Argentina,"ARG","Trademark applications, nonresident, by count","IP.TMK.NRCT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16748","19754","19428","17890","23303","18410","19454","20148","15772","15004","14352","14070","15319","15053","16220","15304","14087","15713","",""
Argentina,"ARG","Trade (% of GDP)","NE.TRD.GNFS.ZS","13.1915798576321","11.8027242947756","15.0968846242519","16.942286567935","14.3237963724369","12.8406846411368","11.5456724606844","14.2929774788834","15.6114860999886","14.9876701068591","12.3463814292217","18.009425070688","14.4860327921395","15.448969882952","15.743458608705","19.6377977018838","14.9908589999441","13.7530541588891","14.730980586353","16.223151447784","18.1343458669981","19.7714230903755","21.5064684057215","23.3361788437439","23.3500279730689","21.3827449624898","22.6224447777343","21.8522554515453","41.7527243585642","40.6447480311085","40.692646108947","40.5512709706238","40.4334798719151","40.945170618571","40.4026733790382","34.0571269054879","34.9710132635696","35.2061549999644","30.5265423717108","29.3339290021037","28.4067936452275","22.4862260889792","26.0938878488799","25.2896011376779","30.7625359549926","32.6306150458499","30.203698807416","33.078689567466","31.5477080051071","26.6405121334437"
Argentina,"ARG","Trade in services (% of GDP)","BG.GSR.NFSV.GD.ZS","","","2.84544504649875","3.37789048552415","2.95453807828591","6.0402300735919","7.35948339734322","6.54576346112915","4.26059432533735","3.53821081369546","3.25022307351945","4.35389809990575","3.86975364663148","4.00695205073367","3.71738613154514","6.50661313914848","3.93766992112013","3.38129903643769","3.7125361462215","3.9564045565041","4.05546923555003","4.28063600700301","4.52661033446145","4.62371249650554","4.72118070582919","4.76483230820728","4.95398955911897","4.84780538283328","8.47726212553586","7.81891734473324","7.09409499310412","7.02181442228367","7.13157161999355","7.32894576338543","6.934055005559","6.93180305694933","6.47688840245541","6.06355901253366","5.96931835780134","5.92159618620857","5.97242272666435","5.42111948411949","6.33166323200961","6.32474311903039","7.54917919813125","7.693501885565","5.57881723836852","4.7018601528908","5.63382122630386","5.98026711969411"
Argentina,"ARG","Time to obtain an electrical connection (days)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.2","","","","54.2","","","","","","","53.5","","","","","",""
Argentina,"ARG","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.5","29.5","29.5","29.5","29.5","30","25","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","11","11.5","","","",""
Argentina,"ARG","Time required to get electricity (days)","IC.ELC.TIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","91","91","91","91","92","92","92","92","92","92","","","",""
Argentina,"ARG","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","159.91058","170.72683","156.49672","158.28249","166.62351","161.13902","168.76765","180.99878","200.24204","207.45801","194.83778","205.4882","227.03476","247.45846","272.47976","307.17135","320.69368","318.78033","326.07927","328.60276","349.52207","398.051","","","","",""
Argentina,"ARG","Services, value added per worker (constant 2015 US$)","NV.SRV.EMPL.KD","","","","","","","","","","","","","","","","","","18077.0076408832","18797.8075022307","19618.5237305101","20404.1303557927","21040.5566073391","20668.5529280914","21246.0063588457","21059.9649296705","20524.4070064804","20352.9058218862","19762.5345680346","18138.3614176481","17823.5196726607","18326.9420449672","19527.2440407606","20554.550161213","22037.7008473163","22990.2654845033","22028.3177173094","23305.9582909337","24421.0013380476","24289.0941315348","24692.1094390786","24351.3212826681","24480.761109921","24150.9449538457","24687.8310503619","24014.0136823033","22858.3490409533","22285.2424956428","21657.3010395543","22087.6090245905","21665.3335258592"
Argentina,"ARG","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","46.176359627142","43.2747682872493","40.9540839979597","44.1066558208208","46.3979525030898","48.1755980563708","52.4268325075777","53.1862535979657","49.3009953094612","49.7853685268061","51.9458352298589","53.0895381715363","54.8191624683246","54.0769662656489","52.5355207001495","48.0360922412516","55.8544476443929","60.5611985052019","63.3252164422299","61.056897614085","61.5907929226228","62.263779670525","61.3509955456509","60.8492831021072","61.5396856144834","63.4877305192171","63.469313441501","65.0812573281962","54.7764456459146","51.0316942508769","47.8369882937827","48.4861459282405","48.7491333682456","49.5083307772744","50.2551922042782","53.3060010032753","51.4951802052167","51.8119007511102","53.6581179163924","53.9190936666216","52.9405434663365","55.8149012843362","56.1222358547004","57.3499373815692","56.3697502721818","55.4388171093669","54.8578674557962","52.8340319497207","53.5116407160562","53.1486935707399"
Argentina,"ARG","Services, value added (annual % growth)","NV.SRV.TOTL.KD.ZG","5.2605175320205","0.97764272267564","-3.4014887883296","6.04675801773584","-1.78892736421386","11.0403357370561","8.42872821927902","-2.31321686615948","-0.650503348145719","3.85719167114524","2.0131244045433","-3.83980996982501","5.13630839929408","3.02241781730599","-0.375607403377828","-5.53775166077919","-1.71003630919807","9.38858027533543","6.94198411085642","7.28931943351235","6.38903154057016","-2.34485173434261","5.67733231142682","7.87505670699404","4.70110765094836","-1.94293659354219","0.343091492905032","-4.34830176989163","-9.71528992438883","4.2458321006863","6.87726660954016","9.10051330561359","8.50542758089313","9.08867196299568","5.12903142266356","-2.05463956842684","7.08982350862715","6.44482691116424","0.668753019040167","1.90976203783246","-1.64437754291544","2.66013801336062","-0.00873604146944729","2.57344588523401","-0.78707043111838","-3.05233563116396","-10.561133930038","9.58474035730899","6.02480728951085","0.775682562795126"
Argentina,"ARG","Services, value added (constant 2015 US$)","NV.SRV.TOTL.KD","118415772868.335","119573456054.282","115506178352.778","122490557453.304","120299290352.444","133580735896.65","144839893078.691","141489432243.068","140569038749.054","145991056003.892","148930037580.757","143211407149.667","150567186683.842","155117956161.191","154535321633.881","145977539293.61","143481270368.416","156952124617.026","167847716169.591","180082672363.048","191588211099.424","187095751608.664","197717799168.049","213288187972.354","223315095295.691","218976224590.288","219727513388.341","210173098034.737","189754172217.593","197810815773.999","211414792957.283","230654624320.396","250272786353.948","273019258918.308","287022502498.151","281125224591.535","301056506853.306","320459077624.799","322602157381.203","328763090916.098","323356984479.679","331958726542.68","331929726490.667","340471758378.91","337792005842.401","327481460088.85","292895704492.823","320968997286.171","340306760831.738","342946461035.522"
Argentina,"ARG","Services, value added (constant LCU)","NV.SRV.TOTL.KN","129981902440","131252661050","126788116500","134454687100","132049390410","146628086450","158986969350","155309255960","154298964050","160250570840","163476614190","157199422860","165273670020","170268930870","169629388160","160235733900","157495644670","172282249700","184242056100","197672048100","210301377600","205370122100","217029666400","234120875700","245127150100","240364485000","241189155100","230701522800","208288201000","217131768300","232064498900","253183559500","274717903800","299686112900","315057107800","308583819800","330461868000","351759563400","354111966100","360874662000","354940520100","364382427800","364350595200","373726960600","370785466200","359467849300","321503968300","352319288900","373545847100","376443377100"
Argentina,"ARG","Services, value added (current LCU)","NV.SRV.TOTL.CN","3.0103800297","8.3963003159","41.911998749","125.22100067","328.78100586","930.82000732","2013.4000244","3975.3000488","10773.5","54510","410850","2816400","5473200","12617400","58347000","1558310016","38496002048","109553999900","143519006700","144402599400","158559337300","160660320300","166966581000","178202602000","183971813200","180002318200","180382168900","174871223300","171220213800","191832986700","232064498900","282450308600","348997128200","444079911600","577756852500","665221188600","855706185300","1128993805900","1415454923200","1805377590000","2424193239400","3323504378400","4617827112800","6113634366500","8311612956900","11951746423500","14926723777700","24419405348700","44228882320300","101729255177400"
